SRCID,IntDate,Mode,ORDER,A1,A2,A2_oth,A3,A4_order,A4a,A4b,A4c,A4d,A4e,A4f,B1a,B1b,B1c,B1d,B3,B4,B6_order,B6a,B6b,B6c,B6d,B6e,B6f,B6g,B7,V1,V2_1_C1_Name,V2_2_C1_Name,V2_3_C1_Name,V2_4_C1_Name,V2_5_C1_Name,V2_1_C1_Age,V2_2_C1_Age,V2_3_C1_Age,V2_4_C1_Age,V2_5_C1_Age,V2_1_C1_Emp,V2_2_C1_Emp,V2_3_C1_Emp,V2_4_C1_Emp,V2_5_C1_Emp,V2_1_C1_Occ,V2_2_C1_Occ,V2_3_C1_Occ,V2_4_C1_Occ,V2_5_C1_Occ,V2_1_C1_OccCat,V2_2_C1_OccCat,V2_3_C1_OccCat,V2_4_C1_OccCat,V2_5_C1_OccCat,V2_1_C1_Rate,V2_2_C1_Rate,V2_3_C1_Rate,V2_4_C1_Rate,V2_5_C1_Rate,V2_1_C1_Care,V2_2_C1_Care,V2_3_C1_Care,V2_4_C1_Care,V2_5_C1_Care,V2_1_C1_Health,V2_2_C1_Health,V2_3_C1_Health,V2_4_C1_Health,V2_5_C1_Health,V2_1_C2_Name,V2_2_C2_Name,V2_3_C2_Name,V2_4_C2_Name,V2_5_C2_Name,V2_1_C2_Age,V2_2_C2_Age,V2_3_C2_Age,V2_4_C2_Age,V2_5_C2_Age,V2_1_C2_Emp,V2_2_C2_Emp,V2_3_C2_Emp,V2_4_C2_Emp,V2_5_C2_Emp,V2_1_C2_Occ,V2_2_C2_Occ,V2_3_C2_Occ,V2_4_C2_Occ,V2_5_C2_Occ,V2_1_C2_OccCat,V2_2_C2_OccCat,V2_3_C2_OccCat,V2_4_C2_OccCat,V2_5_C2_OccCat,V2_1_C2_Rate,V2_2_C2_Rate,V2_3_C2_Rate,V2_4_C2_Rate,V2_5_C2_Rate,V2_1_C2_Care,V2_2_C2_Care,V2_3_C2_Care,V2_4_C2_Care,V2_5_C2_Care,V2_1_C2_Health,V2_2_C2_Health,V2_3_C2_Health,V2_4_C2_Health,V2_5_C2_Health,V2_1,V2_2,V2_3,V2_4,V2_5,D1a,D1b,D1c,D1d,D1e,D1f,D3,E1a,E1b,E1c,E1d,E1e,E1f,E1g,E1h,E2,E3,E20a,E20b,E5,E18,E19,E6,E7,E8,E10,E11a,E12,E13,E14,E15_1,E15_2,E15_3,E15_4,E15_5,E15_DK,E15_REF,E16,E17,DUM1,DUM2,DUM3,GINTRO2_GINTRO3_Order,C_SETS_Selected01,C_SETS_Selected02,C_SETS_Selected03,C_SETS_Selected04,C_SETS_Selected05,C_SETS_Selected06,C_SETS_Selected07,C_SETS_Selected08,C_SETS_Selected09,C_SETS_Selected10,C_SETS_Selected11,C_SETS_Selected12,C_SETS_Selected13,C_SETS_Selected14,C_SETS_Selected15,C_SETS_Selected16,C_SETS_Selected17,C_SETS_Selected18,C_SETS_Selected19,C_SETS_Selected20,C_SETS_Selected21,C_SETS_Selected22,C_SETS_Selected23,C_SETS_Selected24,C_SETS_Selected25,C_SETS_Selected26,C_SETS_Selected27,C_SETS_Selected28,C_SETS_Selected29,C_SETS_Selected30,C_SETS_Selected31,C_SETS_Selected32,C_SETS_Selected33,C_SETS_Selected34,C_SETS_Selected35,C_SETS_Selected36,Set_Order_txt,Attribute_Lst_Order,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,C_Loop_1_C_SET,C_Loop_2_C_SET,C_Loop_3_C_SET,C_Loop_4_C_SET,C_Loop_5_C_SET,C_Loop_1_C_Order_txt,C_Loop_2_C_Order_txt,C_Loop_3_C_Order_txt,C_Loop_4_C_Order_txt,C_Loop_5_C_Order_txt,C_Loop_1_C1,C_Loop_2_C1,C_Loop_3_C1,C_Loop_4_C1,C_Loop_5_C1,C_Loop_1_C1_Employment,C_Loop_2_C1_Employment,C_Loop_3_C1_Employment,C_Loop_4_C1_Employment,C_Loop_5_C1_Employment,C_Loop_1_C1_Inequality,C_Loop_2_C1_Inequality,C_Loop_3_C1_Inequality,C_Loop_4_C1_Inequality,C_Loop_5_C1_Inequality,C_Loop_1_C1_Borders,C_Loop_2_C1_Borders,C_Loop_3_C1_Borders,C_Loop_4_C1_Borders,C_Loop_5_C1_Borders,C_Loop_1_C1_COVID_infections,C_Loop_2_C1_COVID_infections,C_Loop_3_C1_COVID_infections,C_Loop_4_C1_COVID_infections,C_Loop_5_C1_COVID_infections,C_Loop_1_C1_Mental_health,C_Loop_2_C1_Mental_health,C_Loop_3_C1_Mental_health,C_Loop_4_C1_Mental_health,C_Loop_5_C1_Mental_health,C_Loop_1_C1_Social_isolation,C_Loop_2_C1_Social_isolation,C_Loop_3_C1_Social_isolation,C_Loop_4_C1_Social_isolation,C_Loop_5_C1_Social_isolation,C_Loop_1_C2,C_Loop_2_C2,C_Loop_3_C2,C_Loop_4_C2,C_Loop_5_C2,C_Loop_1_C2_Employment,C_Loop_2_C2_Employment,C_Loop_3_C2_Employment,C_Loop_4_C2_Employment,C_Loop_5_C2_Employment,C_Loop_1_C2_Inequality,C_Loop_2_C2_Inequality,C_Loop_3_C2_Inequality,C_Loop_4_C2_Inequality,C_Loop_5_C2_Inequality,C_Loop_1_C2_Borders,C_Loop_2_C2_Borders,C_Loop_3_C2_Borders,C_Loop_4_C2_Borders,C_Loop_5_C2_Borders,C_Loop_1_C2_COVID_infections,C_Loop_2_C2_COVID_infections,C_Loop_3_C2_COVID_infections,C_Loop_4_C2_COVID_infections,C_Loop_5_C2_COVID_infections,C_Loop_1_C2_Mental_health,C_Loop_2_C2_Mental_health,C_Loop_3_C2_Mental_health,C_Loop_4_C2_Mental_health,C_Loop_5_C2_Mental_health,C_Loop_1_C2_Social_isolation,C_Loop_2_C2_Social_isolation,C_Loop_3_C2_Social_isolation,C_Loop_4_C2_Social_isolation,C_Loop_5_C2_Social_isolation,G1_1,G1_2,G1_3,G1_4,G1_5,F1_order,F1a,F1b,F1c,F1d,F1e,F1f,F1g,F1h,F2_order,F2a,F2b,F2c,F3_order,F3a,F3b,F3c,F4_order,F4a,F4b,F4c,F4d,F4e,F4f,F4g,F5a,F5b,F5c,p_state,p_region,p_geography,p_seifa,p_gender,p_age_group,p_age_group_r,d_cob_group,p_citizen,p_lote,p_atsi,p_house_str,p_education,weight,p_gender_sdc,p_age_group_sdc,p_education_sdc,p_state_sdc,StateMap
1898,13-AUG-2020,1,2,2,-98, ,8,"e,a,d,f,b,c",3,2,1,1,1,1,2,2,2,1, ,2,"d,g,c,e,a,f,b",-99,-99,-99,-99,-99,1,1,1,4,1,4,40,6,27,26,9,36,43,14,1,1,1,3,1,40,49,3,0,36,3,3,1,3,3,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,23,5,26,18,12,24,30,39,45,42,1,1,2,3,1,7,42,0,0,39,2,3,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,7,1,1,1,0, ,2, , , ,-99,2,1,4,-99,0,0,0,0,1,0,0,2, ,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"set30,set18,set13,set20,set26","_1,_5,_4,_6,_3,_2",Employment,Mental health,COVID infection rate,Social isolation,Borders,Household’s economic circumstances,30,18,13,20,26,"{Choice66,Choice30}","{Choice18,Choice54}","{Choice49,Choice13}","{Choice20,Choice56}","{Choice62,Choice26}",66,18,49,20,62,0,0,1,1,1,0,2,1,0,2,1,1,1,0,1,0,1,2,1,1,0,0,1,1,0,0,1,0,0,1,30,54,13,56,26,0,0,1,1,1,0,2,1,0,2,0,0,0,1,0,2,2,1,2,0,1,1,0,0,1,1,0,1,1,0,1,1,2,1,2,"a,c,d,g,b,h,e,f",1,1,1,2,3,1,1,3,"b,c,a",3,3,3,"b,c,a",2,3,4,"d,g,c,e,a,f,b",1,2,2,2,2,2,1,-98, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.547982758676647,2,2,1,2,2
2014,15-AUG-2020,1,2,4,6, ,7,"b,e,f,d,c,a",2,2,2,1,1,1,2,2,2,1, ,2,"a,f,g,b,d,e,c",-99,-99,-99,-99,-99,5,5,2,3,13,34,27,2,21,45,13,12,58,52,3,1,1,3,1,0,45,6,0,32,3,3,1,3,3,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,23,10,37,3,4,8,22,63,49,59,2,1,3,3,3,0,2,0,0,0,3,1,3,3,3,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,3,2,1,1,2,2,1,2,1,2,2,2,2,2, , , , ,1, , , , ,-99,3, ,4,-99,0,1,0,0,0,0,0,2, ,2,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"set35,set4,set23,set28,set15","_3,_1,_5,_4,_6,_2",Borders,Employment,Mental health,COVID infection rate,Social isolation,Household’s economic circumstances,35,4,23,28,15,"{Choice71,Choice35}","{Choice4,Choice40}","{Choice59,Choice23}","{Choice28,Choice64}","{Choice51,Choice15}",71,4,59,28,51,1,0,1,1,0,2,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,35,40,23,64,15,1,0,1,1,0,2,1,1,0,1,1,1,0,0,1,0,2,2,1,0,1,1,1,1,0,0,1,0,1,1,2,1,1,1,2,"b,g,h,e,d,c,a,f",1,1,1,1,1,1,1,1,"b,c,a",2,2,2,"b,c,a",2,3,4,"a,f,g,b,d,e,c",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.32176192358294,1,1,3,1,1
633,11-AUG-2020,1,1,1,1, ,7,"f,d,c,b,a,e",2,3,2,2,1,1,1,2,2,1,5,3,"d,a,g,c,e,f,b",-99,-99,-99,-99,-99,5,5,2,1,26,7,16,24,5,64,45,48,24,35,3,1,3,1,2,0,4,0,7,0,3,1,3,2,3,2,1,2,2,1,1,1,2,2,1,2,2,2,1,1,33,6,25,10,20,37,16,26,8,36,1,1,1,1,1,13,14,40,15,10,2,2,3,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2, ,2, , ,8, ,2,1,1,5,-99,2,20,4,-99,1,0,0,0,0,0,0,2, ,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"set19,set11,set35,set25,set10","_3,_1,_5,_4,_6,_2",Borders,Employment,Mental health,COVID infection rate,Social isolation,Household’s economic circumstances,19,11,35,25,10,"{Choice19,Choice55}","{Choice47,Choice11}","{Choice35,Choice71}","{Choice61,Choice25}","{Choice10,Choice46}",19,47,35,61,10,0,0,1,0,1,0,0,2,2,0,1,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,1,55,11,71,25,46,0,0,1,0,1,0,0,2,2,0,0,0,0,1,1,1,1,1,2,1,1,1,0,0,1,1,0,1,0,0,1,2,2,1,1,"d,b,a,g,c,h,e,f",1,2,1,2,2,1,1,2,"c,a,b",2,1,2,"c,a,b",4,4,4,"d,a,g,c,e,f,b",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.95492738790195,2,4,3,4,4
1203,12-AUG-2020,1,2,4,4, ,7,"b,d,f,c,a,e",3,3,2,2,2,2,2,2,2,1, ,2,"f,c,d,a,b,g,e",-99,-99,-99,-99,-99,1,1,1,4,1,7,39,38,4,42,35,43,30,15,1,1,1,1,1,40,13,4,1,17,3,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,8,32,27,33,15,19,56,16,20,48,1,2,1,1,2,44,0,28,16,0,3,3,3,2,3,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2, ,1,1,1,23, ,2, , , ,-99,1,0,4,-99,1,0,0,0,0,0,0,2, ,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"set17,set4,set9,set31,set18","_4,_3,_1,_5,_2,_6",COVID infection rate,Borders,Employment,Mental health,Household’s economic circumstances,Social isolation,17,4,9,31,18,"{Choice17,Choice53}","{Choice40,Choice4}","{Choice9,Choice45}","{Choice67,Choice31}","{Choice18,Choice54}",17,40,9,67,18,0,0,1,1,0,2,1,2,1,2,0,1,0,0,1,0,2,1,2,1,1,1,0,1,0,0,1,1,1,1,53,4,45,31,54,0,0,1,1,0,2,1,2,1,2,1,0,1,1,0,1,1,2,1,2,0,0,1,0,1,1,0,0,0,0,1,2,1,2,1,"b,h,d,c,e,a,g,f",1,1,1,1,1,1,1,2,"b,a,c",2,2,2,"b,a,c",2,2,2,"f,c,d,a,b,g,e",1,2,2,2,2,2,1,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.56277991955488,2,4,2,2,2
3317,20-AUG-2020,1,2,4,3, ,6,"c,a,b,f,d,e",3,3,2,2,3,2,1,2,1,2,2,3,"f,d,e,b,a,g,c",-99,-99,-99,-99,-99,5,5,2,4,14,5,12,31,23,1,13,41,10,67,1,1,2,2,3,12,3,0,0,0,2,1,3,3,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,7,6,35,3,34,18,28,23,54,40,1,1,1,1,1,46,13,6,1,5,3,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,3,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,38, ,2, , , ,-99,1,2,4,-99,1,0,0,0,0,0,0,2, ,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,"set10,set27,set34,set5,set24","_4,_6,_3,_2,_1,_5",COVID infection rate,Social isolation,Borders,Household’s economic circumstances,Employment,Mental health,10,27,34,5,24,"{Choice10,Choice46}","{Choice63,Choice27}","{Choice34,Choice70}","{Choice41,Choice5}","{Choice24,Choice60}",10,63,34,41,24,1,1,1,0,1,0,2,2,1,1,0,0,1,0,1,0,2,2,0,0,0,0,0,0,1,1,0,0,0,1,46,27,70,5,60,1,1,1,0,1,0,2,2,1,1,1,1,0,1,0,1,1,0,2,1,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,"a,g,f,e,d,h,b,c",1,1,1,1,1,1,1,1,"c,b,a",2,2,2,"c,b,a",2,2,2,"f,d,e,b,a,g,c",2,2,2,2,1,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.771755543051507,1,1,1,3,3
2588,16-AUG-2020,1,1,2,-99, ,7,"f,d,a,e,c,b",3,3,3,2,3,2,1,2,2,1,5,3,"e,g,c,b,d,f,a",-99,-99,-99,-99,-99,5,5,2,4,17,2,25,5,38,21,17,3,51,30,1,1,1,1,1,16,5,3,48,7,2,1,1,3,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,28,22,20,39,16,19,65,62,12,32,1,3,3,1,1,14,0,0,2,39,2,3,3,1,3,1,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,-98,3,2,2,3,3,3,2,1,2,2,2,2,2,1,2,1,1,1,2,40, ,2, , , ,-99,2,0,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,"set25,set29,set26,set15,set13","_2,_5,_6,_3,_4,_1",Household’s economic circumstances,Mental health,Social isolation,Borders,COVID infection rate,Employment,25,29,26,15,13,"{Choice61,Choice25}","{Choice29,Choice65}","{Choice62,Choice26}","{Choice15,Choice51}","{Choice49,Choice13}",61,29,62,15,49,0,1,1,0,1,2,0,2,1,1,0,1,1,1,1,0,1,1,0,2,1,1,0,0,1,1,0,1,1,0,25,65,26,51,13,0,1,1,0,1,2,0,2,1,1,1,0,0,0,0,2,2,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,2,1,2,"b,e,c,d,a,h,f,g",2,1,1,1,2,1,1,1,"c,a,b",3,3,3,"c,a,b",3,3,3,"e,g,c,b,d,f,a",2,2,2,2,2,2,2, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.27304893304781,1,2,2,3,3
2943,18-AUG-2020,1,1,2,-99, ,7,"a,b,c,f,e,d",3,3,3,2,2,1,1,2,2,1,5,2,"g,b,a,f,d,e,c",-99,-99,-99,-99,-99,3,3,1,4,16,35,21,18,10,56,21,20,9,52,2,1,1,1,3,0,6,27,43,0,3,1,3,3,3,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,36,22,29,12,37,40,49,53,7,57,1,1,3,1,3,2,12,0,28,0,1,2,3,3,3,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,6, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,2, ,2,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"set9,set21,set33,set28,set14","_3,_2,_5,_1,_4,_6",Borders,Household’s economic circumstances,Mental health,Employment,COVID infection rate,Social isolation,9,21,33,28,14,"{Choice9,Choice45}","{Choice57,Choice21}","{Choice33,Choice69}","{Choice64,Choice28}","{Choice14,Choice50}",9,57,33,64,14,1,1,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1,1,0,1,1,0,45,21,69,28,50,1,1,0,1,0,2,0,1,0,1,1,1,1,1,1,2,2,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,"g,h,e,b,d,c,f,a",1,2,1,2,2,1,1,2,"a,b,c",2,2,2,"a,b,c",1,2,2,"g,b,a,f,d,e,c",1,2,2,2,1,2,1,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.2155860395502,2,4,1,1,1
1452,13-AUG-2020,1,2,2,6, ,6,"b,d,a,c,f,e",2,2,2,2,2,2,2,2,2,1, ,1,"a,f,c,e,g,b,d",-99,-99,-99,-99,-99,4,5,1,4,6,13,34,40,16,45,18,22,4,46,1,1,1,1,2,29,14,7,6,0,3,2,2,1,3,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,37,15,9,4,39,13,33,53,35,7,1,1,3,1,1,28,13,0,15,36,3,2,3,2,3,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,2,2,3,4,3,4,1,2,2,2,2,2,1,2,1,1,1,2,40, ,2, , , ,-99,3,50,4,-99,1,0,0,0,0,0,0,2, ,2,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"set16,set10,set9,set13,set17","_4,_6,_2,_3,_5,_1",COVID infection rate,Social isolation,Household’s economic circumstances,Borders,Mental health,Employment,16,10,9,13,17,"{Choice52,Choice16}","{Choice10,Choice46}","{Choice45,Choice9}","{Choice13,Choice49}","{Choice53,Choice17}",52,10,45,13,53,1,1,1,1,0,2,0,2,1,2,1,0,1,0,1,0,0,2,1,1,1,0,1,0,0,0,1,0,1,1,16,46,9,49,17,1,1,1,1,0,2,0,2,1,2,0,1,0,1,0,2,1,1,2,0,0,1,0,1,1,1,0,1,0,0,1,2,1,2,1,"h,b,e,f,d,a,g,c",2,1,1,2,2,1,1,2,"b,c,a",2,3,2,"b,c,a",4,5,4,"a,f,c,e,g,b,d",1,2,1,2,1,1,1,1, ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.04664445010069,1,2,1,3,3
1990,13-AUG-2020,1,1,4,4, ,7,"b,e,a,c,f,d",3,2,2,2,2,2,2,2,2,1, ,3,"f,a,c,e,b,d,g",-99,-99,-99,-99,-99,5,5,3,1,30,35,23,24,18,17,7,39,44,5,1,2,1,1,2,38,0,18,3,0,3,3,3,1,3,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,40,4,14,6,3,18,48,10,60,26,1,2,1,3,1,9,0,49,0,43,2,3,3,3,3,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,3,3,3,3,2,2,3,2,1,1,2,-98,2,1,2,2, , , , ,2, , , , ,-99,2, ,4,-99,1,0,0,0,0,0,0,1, ,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"set13,set19,set26,set21,set14","_4,_1,_6,_2,_5,_3",COVID infection rate,Employment,Social isolation,Household’s economic circumstances,Mental health,Borders,13,19,26,21,14,"{Choice49,Choice13}","{Choice19,Choice55}","{Choice62,Choice26}","{Choice21,Choice57}","{Choice50,Choice14}",49,19,62,21,50,1,0,1,1,0,1,0,2,0,1,1,1,1,1,1,2,0,1,2,0,1,0,0,1,0,0,0,1,1,1,13,55,26,57,14,1,0,1,1,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,2,0,1,1,0,1,1,1,0,0,0,2,1,2,2,1,"f,c,a,h,b,e,d,g",1,1,1,1,1,1,1,1,"b,a,c",2,4,2,"b,a,c",1,1,2,"f,a,c,e,b,d,g",1,2,2,2,1,2,1,3, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.332796618209768,2,3,2,2,2
672,11-AUG-2020,1,2,4,6, ,8,"b,c,f,d,e,a",3,2,2,2,3,2,1,2,2,1,5,2,"e,f,g,b,d,c,a",-99,-99,-99,-99,-99,5,5,2,4,28,22,34,23,37,67,1,62,19,22,3,1,3,1,1,0,4,0,11,2,3,1,3,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,8,19,11,31,15,31,28,17,12,58,1,1,1,2,3,3,15,38,0,0,1,2,3,3,3,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2, , ,6, ,1,2,2,3,-99,2,33,4,-99,1,0,0,0,0,0,0,2, ,2,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"set2,set4,set13,set28,set6","_6,_1,_2,_3,_4,_5",Social isolation,Employment,Household’s economic circumstances,Borders,COVID infection rate,Mental health,2,4,13,28,6,"{Choice38,Choice2}","{Choice4,Choice40}","{Choice49,Choice13}","{Choice28,Choice64}","{Choice42,Choice6}",38,4,49,28,42,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1,2,1,2,0,1,0,0,1,0,1,0,0,0,0,0,2,40,13,64,6,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,2,1,1,0,1,1,0,1,0,1,1,1,1,1,2,1,2,1,2,"d,g,b,f,e,c,a,h",1,1,1,1,1,1,1,1,"b,c,a",2,2,2,"b,c,a",2,2,3,"e,f,g,b,d,c,a",2,2,2,2,2,2,1, , , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,.519535713281049,1,2,1,3,3
1481,14-AUG-2020,1,1,3,4, ,5,"a,f,d,c,e,b",2,2,2,1,1,1,2,2,2,1, ,3,"d,c,f,a,b,g,e",-99,-99,-99,-99,-99,1,1,1,4,25,36,7,8,39,58,5,32,46,19,3,1,1,1,1,0,5,45,46,4,3,1,3,3,1,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,18,14,19,6,35,18,59,43,14,9,1,3,2,1,1,2,0,0,8,37,1,3,3,2,3,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,3,3,4,3,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,42, ,2, , , ,-99,1,0,4,-99,1,0,0,0,0,0,0,2, ,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"set36,set32,set11,set8,set23","_5,_3,_6,_2,_1,_4",Mental health,Borders,Social isolation,Household’s economic circumstances,Employment,COVID infection rate,36,32,11,8,23,"{Choice36,Choice72}","{Choice32,Choice68}","{Choice47,Choice11}","{Choice8,Choice44}","{Choice59,Choice23}",36,32,47,8,59,0,1,0,0,1,2,1,0,2,1,0,1,1,1,1,1,2,2,0,0,1,1,0,1,0,1,0,1,1,1,72,68,11,44,23,0,1,0,0,1,2,1,0,2,1,1,0,0,0,0,2,0,1,1,2,0,0,1,0,1,0,1,0,0,0,2,2,2,2,2,"g,c,d,b,a,e,h,f",1,1,1,1,1,1,1,2,"a,c,b",2,2,2,"a,c,b",1,2,2,"d,c,f,a,b,g,e",1,2,2,2,1,2,1,2, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.00378237843241,1,3,2,2,2
2247,14-AUG-2020,1,1,2,3, ,8,"e,d,b,a,f,c",2,2,1,1,1,1,2,2,2,2, ,3,"b,g,d,e,a,f,c",-99,-99,-99,-99,-99,1,1,1,2,28,23,31,3,18,44,36,14,39,37,2,1,1,3,1,0,7,46,0,27,3,2,3,3,3,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,15,38,9,35,22,10,30,27,32,45,1,1,2,1,1,12,10,0,17,16,2,2,3,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2, , , , , ,2, , , , ,-99,1, ,4,-99, , , , , , , ,2, ,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"set31,set9,set25,set18,set12","_4,_1,_5,_6,_3,_2",COVID infection rate,Employment,Mental health,Social isolation,Borders,Household’s economic circumstances,31,9,25,18,12,"{Choice31,Choice67}","{Choice45,Choice9}","{Choice25,Choice61}","{Choice54,Choice18}","{Choice12,Choice48}",31,45,25,54,12,1,1,0,0,0,1,2,2,2,0,1,1,1,0,1,1,2,2,2,2,0,1,0,1,0,0,0,0,0,1,67,9,61,18,48,1,1,0,0,0,1,2,2,2,0,0,0,0,1,0,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,1,"a,f,g,h,d,e,c,b",1,1,1,1,1,1,1,1,"b,c,a",2,3,3,"b,c,a",1,2,3,"b,g,d,e,a,f,c",1,2,2,2,2,1,1,1, , ,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.06297490671217,2,4,1,2,2
